,pct_missing,nobs,r2,r2_adj,bic,r2_pred,mse_pred,mape_pred,const_ci_rng,const_estimate,const_in_target,const_true_beta,x1_ci_rng,x1_estimate,x1_in_target,x1_true_beta,x1:x2_ci_rng,x1:x2_estimate,x1:x2_in_target,x1:x2_true_beta,x2_ci_rng,x2_estimate,x2_in_target,x2_true_beta,action_type,beta_sigma,sample_size,beta_x2/beta_x1
1,1.0,20.0,0.47707974470382486,0.37903219683579203,107.04592734922012,0.6884012840945275,3.7253445366964875,9.728814046993426,7.326072673471245,7.909177080064579,1,10,16.055497206708722,11.361944751918886,1,10,32.95860119439617,-2.9492228388830277,1,1,13.23817089014435,5.83554144074473,1,1.0,invert,1.0,0.0,0.0
0,0.0,20.0,0.705017462142156,0.6497082362938102,103.94537425213575,0.5476872759500501,8.124727518850847,17.547434150305932,10.963867478296198,8.56080642254548,1,10,19.767371517111847,8.506977844896669,1,10,44.00986522713202,10.571216075170735,1,1,22.527175527835137,-2.349715967015607,1,1.0,invert,1.0,0.0,0.0
1,1.0,20.0,0.7216361272027507,0.6694429010532665,102.78563409019426,0.6070604529189576,7.0582289236275715,15.824107475134412,10.069611206164488,8.362430795696511,1,10,18.22480488666799,9.101472212329256,1,10,46.10724289710749,6.5590400843744305,1,1,22.355546672271178,-1.0563004329276104,1,1.0,invert,1.0,0.0,0.0
0,0.0,50.0,0.48558116662063455,0.45203211226980633,262.0432808238432,0.48073715790460714,8.438164780573365,14.451428526236535,7.791715679253296,9.018918668817681,1,10,12.214861930747084,12.233272293276414,1,10,24.084511367309545,-5.091697593100067,1,1,14.305761885579933,2.5707689189364227,1,1.0,invert,1.0,1.0,0.0
1,1.0,50.0,0.5987477673611872,0.5725791434934384,249.6209035268745,0.5061328427677492,8.025477878645308,13.956946098688993,5.0610425634255165,10.128227958019782,1,10,6.531168354103087,9.433846002087261,1,10,15.852716045815882,-0.9829690658292833,1,1,10.167227295546677,0.9270017223201923,1,1.0,invert,1.0,1.0,0.0
0,0.0,50.0,0.637785596801429,0.614162918331957,253.94710748195422,0.6944523011203362,6.000477824551037,16.98031453880101,5.975929106378235,10.70628034112469,1,10,11.185750270243656,9.085073006067741,1,10,19.86882083737109,6.384042618736969,1,1,10.486639157232261,-2.3884747502756034,1,1.0,invert,1.0,1.0,0.0
1,1.0,50.0,0.6881760824797317,0.6678397400327577,246.457225034073,0.7167265565821881,5.563046364758353,15.76039143718777,5.405576877341652,9.779057336079214,1,10,9.653951212254245,10.684685525478168,1,10,17.237353541325433,4.217493500193665,1,1,9.425451222818657,-1.189602786720692,1,1.0,invert,1.0,1.0,0.0
0,0.0,50.0,0.651384929108551,0.6286491636156304,253.4678112278179,0.5195462742712803,8.3215947711107,17.20882219888386,7.471645386127133,8.863265288910714,1,10,16.056232661564934,11.405992309721901,1,10,22.663017369695204,0.9129101675378521,1,1,11.62885063585793,2.53972084059151,1,1.0,invert,1.0,1.0,0.0
1,1.0,50.0,0.7261026426713668,0.7082397715412385,241.4070643849901,0.49016886603279175,8.830419812305667,17.662676560472796,4.806065037899778,9.098123605856195,1,10,10.27686318330651,12.231481152604676,1,10,15.033645606515652,0.2835892375031044,1,1,8.025710978984065,1.817415908869501,1,1.0,invert,1.0,1.0,0.0
0,0.0,50.0,0.6243609473969431,0.599862748314135,257.461297417269,0.6662712345106501,6.47706536892391,13.359661011369514,7.46275916943511,7.905937228815098,1,10,13.990854208883654,11.319654009332542,1,10,23.958021700038017,0.9472786733634813,1,1,12.977257815172667,3.4819817249455767,1,1.0,invert,1.0,1.0,0.0
1,1.0,50.0,0.6310317568014692,0.6069686105059128,256.5653905522016,0.6645021562021818,6.511399945477096,13.468929648382504,7.428217181928547,7.672689652289667,1,10,14.002491465366562,11.862951907734605,1,10,23.980618382024584,0.059300055484689196,1,1,12.905254334396528,3.8453202418134698,1,1.0,invert,1.0,1.0,0.0
0,0.0,50.0,0.6024903139921122,0.5765657692524673,278.11808811788455,0.3736033010219717,10.05736315934751,19.8116533977826,8.194204283090421,7.965841592053785,1,10,13.563242149666612,10.749905076626863,1,10,22.714478001389512,1.773007435278306,1,1,14.098950135469359,3.3611097286006903,1,1.0,invert,1.0,1.0,0.0
1,1.0,50.0,0.6155066934398994,0.5904310430120667,276.4534420936364,0.38897705666921045,9.810523666228194,19.708530818860698,7.343054837463381,8.309199325966016,1,10,12.672663764085273,10.942083350006882,1,10,21.025052427149763,1.8899688872240894,1,1,12.693324054821893,2.6195401726108325,1,1.0,invert,1.0,1.0,0.0
0,0.0,20.0,0.8909696174683106,0.8705264207436189,66.24290955347576,0.9439587797331701,0.42280329079710793,3.886691982932216,4.13036787155259,10.67023697521378,1,10,7.720617323623777,9.159849258547242,1,10,18.26250755468894,4.248900797345378,1,1,8.897569745678272,-0.27265761886310336,1,1.0,drop,0.0,0.0,0.0
1,1.0,18.0,0.9068686529611125,0.8869119357384938,58.26481501377572,0.9390400779752281,0.4599124629351441,3.9703570484783492,4.440703196618944,9.914473974132402,1,10,8.013378987757044,10.21940097780955,1,10,18.349450208323493,3.4395373782187795,1,1,8.952990442108195,0.5067523171038464,1,1.0,drop,0.0,0.0,0.0
0,0.0,20.0,0.9182404474568704,0.9029105313550336,68.97522035937492,0.8717509405264884,1.4509749951102668,5.676027891308503,3.3437459176316295,10.120829155383658,1,10,6.1543405754885825,10.662559671211568,1,10,13.473857766360519,0.5256108058450444,1,1,6.835889957262961,0.36314746722050373,1,1.0,drop,0.0,0.0,0.0
1,1.0,18.0,0.9111452828091541,0.8921049862682585,64.42521100338081,0.8719499348367896,1.4487236275789845,5.747489488822775,3.823755876393836,10.23023032316858,1,10,6.776646568592284,10.520156201632195,1,10,14.497261606167758,0.6094572419805999,1,1,7.503110709717957,0.3279916778195968,1,1.0,drop,0.0,0.0,0.0
